StudentID,SubjectName,SubjectType,Grade
STU02484,Photography,Elective,35
STU02485,Dance,Elective,80
STU02486,Cooking,Elective,85
STU02487,Art,Elective,69
STU02488,History,Core,74
STU02489,Mathematics,Core,76
STU02490,Cooking,Elective,89
STU02491,Science,Core,83
STU02492,Science,Core,67
STU02493,Science,Core,70
STU02494,Mathematics,Core,56
STU02495,Dance,Elective,85
STU02496,English,Core,79
STU02497,Debate,Elective,87
STU02498,Cooking,Elective,92
STU02499,Computer Science,Elective,49
STU02500,Science,Core,77
STU02501,Cooking,Elective,69
STU02502,Drama,Elective,99
STU02503,Geography,Core,77
STU02504,Physical Education,Elective,68
STU02505,English,Core,88
STU02506,English,Core,83
STU02507,Geography,Core,70
STU02508,Geography,Core,63
STU02509,Mathematics,Core,79
STU02510,Computer Science,Elective,89
STU02511,English,Core,84
STU02512,History,Core,67
STU02513,Science,Core,85
STU02514,English,Core,71
STU02515,Geography,Core,79
STU02516,English,Core,54
STU02517,Computer Science,Elective,92
STU02518,Music,Elective,97
STU02519,Science,Core,78
STU02520,Photography,Elective,94
STU02521,Cooking,Elective,69
STU02522,Robotics,Elective,79
STU02523,English,Core,72
STU02524,Physical Education,Elective,58
STU02525,Art,Elective,90
STU02526,English,Core,73
STU02527,Science,Core,78
STU02528,Geography,Core,91
STU02529,Drama,Elective,74
STU02530,Science,Core,93
STU02531,Science,Core,77
STU02532,Mathematics,Core,100
STU02533,Geography,Core,72
STU02534,Photography,Elective,90
STU02535,Art,Elective,100
STU02536,Mathematics,Core,79
STU02537,History,Core,60
STU02538,English,Core,66
STU02539,History,Core,72
STU02540,English,Core,88
STU02541,Geography,Core,85
STU02542,Drama,Elective,73
STU02543,Mathematics,Core,67
STU02544,Drama,Elective,67
STU02545,Cooking,Elective,46
STU02546,Art,Elective,57
STU02547,Dance,Elective,89
STU02548,History,Core,94
STU02549,Dance,Elective,85
STU02550,Cooking,Elective,100
STU02551,Cooking,Elective,82
STU02552,Mathematics,Core,99
STU02553,History,Core,75
STU02554,Cooking,Elective,95
STU02555,Physical Education,Elective,100
STU02556,Science,Core,54
STU02557,Art,Elective,60
STU02558,Mathematics,Core,76
STU02559,English,Core,84
STU02560,Debate,Elective,100
STU02561,History,Core,74
STU02562,Geography,Core,77
STU02563,Robotics,Elective,61
STU02564,Geography,Core,74
STU02565,Geography,Core,73
STU02566,English,Core,77
STU02567,History,Core,74
STU02568,Music,Elective,89
STU02569,Dance,Elective,96
STU02570,Debate,Elective,87
STU02571,History,Core,100
STU02572,Art,Elective,60
STU02573,Geography,Core,89
STU02574,English,Core,88
STU02575,Science,Core,66
STU02576,Physical Education,Elective,78
STU02577,Geography,Core,66
STU02578,Science,Core,63
STU02579,Mathematics,Core,75
STU02580,Photography,Elective,70
STU02581,Debate,Elective,100
STU02582,Photography,Elective,86
STU02583,English,Core,78
STU02584,Geography,Core,95
STU02585,Mathematics,Core,89
STU02586,Geography,Core,92
STU02587,Mathematics,Core,78
STU02588,Physical Education,Elective,69
STU02589,Cooking,Elective,66
STU02590,Science,Core,65
STU02591,Art,Elective,83
STU02592,Drama,Elective,99
STU02593,Robotics,Elective,100
STU02594,Physical Education,Elective,98
STU02595,Geography,Core,83
STU02596,History,Core,72
STU02597,Computer Science,Elective,80
STU02598,History,Core,66
STU02599,Mathematics,Core,74
STU02600,History,Core,58
STU02601,English,Core,80
STU02602,Computer Science,Elective,82
STU02603,Drama,Elective,80
STU02604,Science,Core,85
STU02605,Dance,Elective,47
STU02606,Cooking,Elective,74
STU02607,Music,Elective,90
STU02608,English,Core,97
STU02609,Photography,Elective,61
STU02610,Mathematics,Core,59
STU02611,Music,Elective,79
STU02612,Mathematics,Core,75
STU02613,Physical Education,Elective,62
STU02614,Geography,Core,87
STU02615,Dance,Elective,76
STU02616,Art,Elective,88
STU02617,Science,Core,80
STU02618,Drama,Elective,70
STU02619,Debate,Elective,60
STU02620,History,Core,55
STU02621,Geography,Core,60
STU02622,Science,Core,70
STU02623,Science,Core,78
STU02624,Photography,Elective,74
STU02625,Mathematics,Core,79
STU02626,English,Core,66
STU02627,English,Core,64
STU02628,Drama,Elective,90
STU02629,Music,Elective,95
STU02630,Robotics,Elective,82
STU02631,Photography,Elective,95
STU02632,Dance,Elective,91
STU02633,Cooking,Elective,47
STU02634,Science,Core,78
STU02635,Music,Elective,80
STU02636,Science,Core,88
STU02637,Dance,Elective,63
STU02638,Photography,Elective,76
STU02639,Geography,Core,94
STU02640,English,Core,58
STU02641,English,Core,90
STU02642,Physical Education,Elective,81
STU02643,Geography,Core,79
STU02644,Geography,Core,59
STU02645,English,Core,51
STU02646,Physical Education,Elective,60
STU02647,Art,Elective,55
STU02648,Art,Elective,85
STU02649,Drama,Elective,88
STU02650,Robotics,Elective,93
STU02651,Debate,Elective,48
STU02652,Geography,Core,83
STU02653,History,Core,82
STU02654,Computer Science,Elective,80
STU02655,History,Core,81
STU02656,Photography,Elective,68
STU02657,Geography,Core,86
STU02658,Physical Education,Elective,100
STU02659,Mathematics,Core,76
STU02660,Mathematics,Core,88
STU02661,Drama,Elective,84
STU02662,History,Core,81
STU02663,English,Core,79
STU02664,History,Core,55
STU02665,Music,Elective,84
STU02666,Physical Education,Elective,80
STU02667,Dance,Elective,100
STU02668,Mathematics,Core,70
STU02669,Dance,Elective,78
STU02670,Geography,Core,79
STU02671,Robotics,Elective,71
STU02672,Dance,Elective,79
STU02673,Debate,Elective,95
STU02674,English,Core,92
STU02675,Robotics,Elective,74
STU02676,Geography,Core,81
STU02677,Computer Science,Elective,71
STU02678,Physical Education,Elective,75
STU02679,English,Core,72
STU02680,English,Core,77
STU02681,Music,Elective,98
STU02682,Mathematics,Core,66
STU02683,Geography,Core,90
STU02684,Cooking,Elective,90
STU02685,Computer Science,Elective,75
STU02686,Science,Core,78
STU02687,Robotics,Elective,64
STU02688,Debate,Elective,59
STU02689,Science,Core,84
STU02690,History,Core,59
STU02691,Mathematics,Core,93
STU02692,Geography,Core,98
STU02693,Mathematics,Core,76
STU02694,Science,Core,89
STU02695,History,Core,81
STU02696,Geography,Core,74
STU02697,Mathematics,Core,74
STU02698,Science,Core,64
STU02699,Art,Elective,88
STU02700,Physical Education,Elective,73
STU02701,Physical Education,Elective,82
STU02702,Computer Science,Elective,74
STU02703,Photography,Elective,73
STU02704,Geography,Core,87
STU02705,Science,Core,55
STU02706,History,Core,71
STU02707,Mathematics,Core,68
STU02708,Dance,Elective,64
STU02709,Photography,Elective,82
STU02710,Mathematics,Core,80
STU02711,Geography,Core,63
STU02712,Art,Elective,59
STU02713,History,Core,57
STU02714,Geography,Core,49
STU02715,Geography,Core,86
STU02716,History,Core,65
STU02717,Robotics,Elective,79
STU02718,History,Core,99
STU02719,English,Core,81
STU02720,History,Core,83
STU02721,English,Core,67
STU02722,Computer Science,Elective,86
STU02723,History,Core,80
STU02724,Geography,Core,55
STU02725,Photography,Elective,89
STU02726,Mathematics,Core,71
STU02727,Photography,Elective,90
STU02728,Geography,Core,83
STU02729,Robotics,Elective,97
STU02730,Mathematics,Core,71
STU02731,Cooking,Elective,76
STU02732,History,Core,79
STU02733,Art,Elective,80
STU02734,Mathematics,Core,78
STU02735,Art,Elective,86
STU02736,Science,Core,93
STU02737,Mathematics,Core,88
STU02738,Mathematics,Core,57
STU02739,History,Core,84
STU02740,Mathematics,Core,72
STU02741,English,Core,78
STU02742,Music,Elective,53
STU02743,Music,Elective,69
STU02744,Science,Core,80
STU02745,Dance,Elective,67
STU02746,History,Core,83
STU02747,English,Core,86
STU02748,Robotics,Elective,84
STU02749,Music,Elective,52
STU02750,Music,Elective,69
STU02751,Robotics,Elective,70
STU02752,Photography,Elective,90
STU02753,English,Core,69
STU02754,Computer Science,Elective,64
STU02755,Cooking,Elective,71
STU02756,Cooking,Elective,91
STU02757,Geography,Core,62
STU02758,History,Core,98
STU02759,Geography,Core,58
STU02760,Computer Science,Elective,93
STU02761,Music,Elective,65
STU02762,Art,Elective,90
STU02763,History,Core,80
STU02764,Mathematics,Core,58
STU02765,Science,Core,76
STU02766,History,Core,100
STU02767,Physical Education,Elective,64
STU02768,English,Core,70
STU02769,Mathematics,Core,66
STU02770,Geography,Core,71
STU02771,Drama,Elective,50
STU02772,English,Core,48
STU02773,Robotics,Elective,85
STU02774,Mathematics,Core,87
STU02775,Robotics,Elective,82
STU02776,Geography,Core,65
STU02777,Music,Elective,73
STU02778,History,Core,90
STU02779,History,Core,86
STU02780,English,Core,76
STU02781,Geography,Core,78
STU02782,Geography,Core,67
STU02783,Geography,Core,78
STU02784,Geography,Core,77
STU02785,History,Core,66
STU02786,Science,Core,62
STU02787,Photography,Elective,99
STU02788,Mathematics,Core,92
STU02789,Debate,Elective,66
STU02790,Cooking,Elective,76
STU02791,Cooking,Elective,66
STU02792,Debate,Elective,100
STU02793,English,Core,80
STU02794,History,Core,89
STU02795,Physical Education,Elective,93
STU02796,Geography,Core,64
STU02797,Computer Science,Elective,55
STU02798,Mathematics,Core,73
STU02799,Robotics,Elective,76
STU02800,English,Core,66
STU02801,Debate,Elective,62
STU02802,Cooking,Elective,56
STU02803,English,Core,86
STU02804,Geography,Core,52
STU02805,Dance,Elective,97
STU02806,History,Core,87
STU02807,Debate,Elective,70
STU02808,English,Core,61
STU02809,Geography,Core,61
STU02810,Dance,Elective,76
STU02811,Cooking,Elective,57
STU02812,Science,Core,64
STU02813,Computer Science,Elective,70
STU02814,Computer Science,Elective,91
STU02815,Robotics,Elective,82
STU02816,Drama,Elective,77
STU02817,English,Core,85
STU02818,English,Core,57
STU02819,Science,Core,75
STU02820,Science,Core,60
STU02821,Computer Science,Elective,47
STU02822,Dance,Elective,100
STU02823,English,Core,83
STU02824,Photography,Elective,74
STU02825,Robotics,Elective,78
STU02826,English,Core,90
STU02827,History,Core,75
STU02828,Dance,Elective,48
STU02829,Art,Elective,81
STU02830,History,Core,82
STU02831,Photography,Elective,100
STU02832,Physical Education,Elective,100
STU02833,History,Core,100
STU02834,English,Core,72
STU02835,English,Core,73
STU02836,Geography,Core,84
STU02837,Robotics,Elective,66
STU02838,Geography,Core,78
STU02839,English,Core,88
STU02840,Computer Science,Elective,65
STU02841,Debate,Elective,67
STU02842,Mathematics,Core,71
STU02843,Robotics,Elective,63
STU02844,Art,Elective,68
STU02845,Cooking,Elective,65
STU02846,Mathematics,Core,83
STU02847,History,Core,91
STU02848,Photography,Elective,80
STU02849,Geography,Core,81
STU02850,Science,Core,68
STU02851,Music,Elective,88
STU02852,Dance,Elective,76
STU02853,Music,Elective,90
STU02854,Geography,Core,71
STU02855,Computer Science,Elective,81
STU02856,Science,Core,77
STU02857,History,Core,84
STU02858,Computer Science,Elective,69
STU02859,Drama,Elective,69
STU02860,Geography,Core,97
STU02861,Computer Science,Elective,92
STU02862,Physical Education,Elective,80
STU02863,Mathematics,Core,77
STU02864,History,Core,57
STU02865,Science,Core,56
STU02866,Photography,Elective,63
STU02867,Photography,Elective,64
STU02868,Dance,Elective,73
STU02869,Debate,Elective,100
STU02870,Mathematics,Core,81
STU02871,Drama,Elective,63
STU02872,Drama,Elective,91
STU02873,Robotics,Elective,91
STU02874,History,Core,71
STU02875,Mathematics,Core,54
STU02876,Geography,Core,75
STU02877,Mathematics,Core,77
STU02878,English,Core,44
STU02879,Geography,Core,73
STU02880,Mathematics,Core,73
STU02881,Geography,Core,79
STU02882,Mathematics,Core,65
STU02883,Cooking,Elective,75
STU02884,Robotics,Elective,100
STU02885,Debate,Elective,91
STU02886,Physical Education,Elective,81
STU02887,Mathematics,Core,79
STU02888,Drama,Elective,71
STU02889,Photography,Elective,94
STU02890,History,Core,67
STU02891,Cooking,Elective,74
STU02892,Photography,Elective,76
STU02893,Drama,Elective,86
STU02894,Science,Core,83
STU02895,Art,Elective,52
STU02896,Cooking,Elective,69
STU02897,Science,Core,78
STU02898,Mathematics,Core,72
STU02899,Science,Core,86
STU02900,Art,Elective,44
STU02901,Drama,Elective,100
STU02902,Geography,Core,100
STU02903,Science,Core,72
STU02904,Robotics,Elective,80
STU02905,Mathematics,Core,72
STU02906,Geography,Core,86
STU02907,History,Core,100
STU02908,Debate,Elective,68
STU02909,History,Core,75
STU02910,Science,Core,76
STU02911,Photography,Elective,77
STU02912,History,Core,66
STU02913,Mathematics,Core,100
STU02914,Art,Elective,64
STU02915,Science,Core,90
STU02916,Physical Education,Elective,67
STU02917,Mathematics,Core,66
STU02918,Geography,Core,69
STU02919,Science,Core,81
STU02920,Photography,Elective,100
STU02921,English,Core,78
STU02922,Dance,Elective,83
STU02923,Debate,Elective,75
STU02924,English,Core,81
STU02925,Computer Science,Elective,93
STU02926,Geography,Core,60
STU02927,Cooking,Elective,57
STU02928,Dance,Elective,78
STU02929,Science,Core,89
STU02930,Computer Science,Elective,76
STU02931,History,Core,100
STU02932,English,Core,98
STU02933,History,Core,71
STU02934,Drama,Elective,90
STU02935,Computer Science,Elective,89
STU02936,Dance,Elective,58
STU02937,Robotics,Elective,56
STU02938,Dance,Elective,44
STU02939,Music,Elective,89
STU02940,Photography,Elective,81
STU02941,Art,Elective,79
STU02942,Drama,Elective,100
STU02943,English,Core,83
STU02944,Physical Education,Elective,58
STU02945,Computer Science,Elective,60
STU02946,Science,Core,100
STU02947,Geography,Core,70
STU02948,History,Core,87
STU02949,Debate,Elective,87
STU02950,Photography,Elective,88
STU02951,Debate,Elective,85
STU02952,Mathematics,Core,94
STU02953,English,Core,80
STU02954,Science,Core,74
STU02955,History,Core,100
STU02956,Physical Education,Elective,90
STU02957,Music,Elective,73
STU02958,Geography,Core,72
STU02959,English,Core,80
STU02960,Drama,Elective,39
STU02961,English,Core,85
STU02962,English,Core,83
STU02963,Mathematics,Core,89
STU02964,Computer Science,Elective,62
STU02965,Geography,Core,73
STU02966,Debate,Elective,71
STU02967,Science,Core,71
STU02968,Debate,Elective,88
STU02969,Debate,Elective,71
STU02970,History,Core,76
STU02971,Music,Elective,87
STU02972,History,Core,66
STU02973,Photography,Elective,76
STU02974,Debate,Elective,94
STU02975,Dance,Elective,61
STU02976,Mathematics,Core,81
STU02977,Mathematics,Core,85
STU02978,Cooking,Elective,93
STU02979,Geography,Core,100
STU02980,English,Core,72
STU02981,Drama,Elective,88
STU02982,Debate,Elective,71
STU02983,Geography,Core,71
STU02984,Geography,Core,86
STU02985,Mathematics,Core,89
STU02986,Photography,Elective,98
STU02987,Science,Core,72
STU02988,English,Core,96
STU02989,Computer Science,Elective,77
STU02990,Science,Core,75
STU02991,Robotics,Elective,74
STU02992,Drama,Elective,86
STU02993,Geography,Core,78
STU02994,Cooking,Elective,55
STU02995,Art,Elective,100
STU02996,Art,Elective,67
STU02997,Computer Science,Elective,82
STU02998,Mathematics,Core,70
STU02999,English,Core,56
STU03000,Mathematics,Core,66
STU03001,Photography,Elective,55
STU03002,Science,Core,98
STU03003,Music,Elective,78
STU03004,Cooking,Elective,71
STU03005,Dance,Elective,79
STU03006,Dance,Elective,81
STU03007,Art,Elective,69
STU03008,Drama,Elective,49
STU03009,History,Core,70
STU03010,Geography,Core,73
STU03011,Geography,Core,77
STU03012,English,Core,85
STU03013,Science,Core,86
STU03014,Photography,Elective,62
STU03015,Drama,Elective,73
STU03016,Science,Core,58
STU03017,Art,Elective,80
STU03018,English,Core,65
STU03019,Mathematics,Core,54
STU03020,History,Core,95
STU03021,History,Core,87
STU03022,Geography,Core,78
STU03023,Geography,Core,100
STU03024,Mathematics,Core,91
STU03025,Geography,Core,82
STU03026,Debate,Elective,86
STU03027,Cooking,Elective,89
STU03028,Mathematics,Core,84
STU03029,Robotics,Elective,100
STU03030,Science,Core,56
STU03031,Photography,Elective,65
STU03032,Debate,Elective,64
STU03033,English,Core,64
STU03034,Geography,Core,78
STU03035,English,Core,90
STU03036,Robotics,Elective,82
STU03037,Art,Elective,83
STU03038,Science,Core,76
STU03039,Photography,Elective,81
STU03040,English,Core,87
STU03041,Computer Science,Elective,87
STU03042,Geography,Core,76
STU03043,History,Core,55
STU03044,Physical Education,Elective,82
STU03045,Photography,Elective,84
STU03046,History,Core,71
STU03047,Science,Core,85
STU03048,Geography,Core,71
STU03049,Geography,Core,54
STU03050,Mathematics,Core,84
STU03051,Computer Science,Elective,100
STU03052,Art,Elective,82
STU03053,History,Core,66
STU03054,Physical Education,Elective,72
STU03055,History,Core,65
STU03056,Art,Elective,99
STU03057,Photography,Elective,61
STU03058,Geography,Core,77
STU03059,English,Core,74
STU03060,Geography,Core,78
STU03061,Geography,Core,57
STU03062,Cooking,Elective,89
STU03063,Mathematics,Core,73
STU03064,Geography,Core,50
STU03065,Art,Elective,89
STU03066,Physical Education,Elective,98
STU03067,Dance,Elective,89
STU03068,Photography,Elective,55
STU03069,History,Core,88
STU03070,Science,Core,56
STU03071,Science,Core,76
STU03072,History,Core,84
STU03073,Cooking,Elective,71
STU03074,Mathematics,Core,92
STU03075,English,Core,77
STU03076,Debate,Elective,52
STU03077,History,Core,73
STU03078,Drama,Elective,87
STU03079,History,Core,100
STU03080,Science,Core,62
STU03081,Dance,Elective,67
STU03082,Art,Elective,73
STU03083,Cooking,Elective,88
STU03084,History,Core,88
STU03085,Geography,Core,90
STU03086,Physical Education,Elective,68
STU03087,Computer Science,Elective,71
STU03088,Art,Elective,64
STU03089,Mathematics,Core,48
STU03090,Physical Education,Elective,65
STU03091,Science,Core,89
STU03092,Geography,Core,76
STU03093,Robotics,Elective,94
STU03094,Science,Core,80
STU03095,Robotics,Elective,79
STU03096,Music,Elective,71
STU03097,English,Core,79
STU03098,Science,Core,75
STU03099,Computer Science,Elective,84
STU03100,History,Core,87
STU03101,English,Core,66
STU03102,Dance,Elective,84
STU03103,History,Core,87
STU03104,Science,Core,90
STU03105,History,Core,78
STU03106,History,Core,58
STU03107,Mathematics,Core,87
STU03108,Cooking,Elective,72
STU03109,Dance,Elective,56
STU03110,Art,Elective,83
STU03111,Mathematics,Core,100
STU03112,Geography,Core,92
STU03113,Computer Science,Elective,68
STU03114,Cooking,Elective,95
STU03115,Mathematics,Core,59
STU03116,Drama,Elective,94
STU03117,Dance,Elective,74
STU03118,Physical Education,Elective,60
STU03119,Music,Elective,100
STU03120,Dance,Elective,78
STU03121,Science,Core,59
STU03122,Robotics,Elective,56
STU03123,Robotics,Elective,78
STU03124,Robotics,Elective,57
STU03125,Music,Elective,72
STU03126,Mathematics,Core,78
STU03127,English,Core,81
STU03128,Computer Science,Elective,81
STU03129,Photography,Elective,76
STU03130,English,Core,85
STU03131,Art,Elective,74
STU03132,Mathematics,Core,95
STU03133,Drama,Elective,77
STU03134,Mathematics,Core,88
STU03135,History,Core,81
STU03136,English,Core,55
STU03137,Robotics,Elective,67
STU03138,Mathematics,Core,61
STU03139,Dance,Elective,100
STU03140,Robotics,Elective,85
STU03141,Physical Education,Elective,97
STU03142,Computer Science,Elective,77
STU03143,Geography,Core,59
STU03144,Drama,Elective,82
STU03145,History,Core,92
STU03146,Art,Elective,93
STU03147,History,Core,69
STU03148,History,Core,77
STU03149,Science,Core,71
STU03150,Physical Education,Elective,100
STU03151,Drama,Elective,92
STU03152,Geography,Core,77
STU03153,Mathematics,Core,69
STU03154,Mathematics,Core,80
STU03155,Cooking,Elective,89
STU03156,Science,Core,53
STU03157,Computer Science,Elective,84
STU03158,Mathematics,Core,94
STU03159,Geography,Core,75
STU03160,Art,Elective,90
STU03161,Music,Elective,100
STU03162,History,Core,72
STU03163,Robotics,Elective,91
STU03164,Geography,Core,72
STU03165,History,Core,100
STU03166,Music,Elective,75
STU03167,Mathematics,Core,76
STU03168,Robotics,Elective,66
STU03169,History,Core,79
STU03170,Geography,Core,76
STU03171,English,Core,88
STU03172,Debate,Elective,88
STU03173,Robotics,Elective,81
STU03174,History,Core,89
STU03175,Cooking,Elective,75
STU03176,Cooking,Elective,85
STU03177,Physical Education,Elective,70
STU03178,Drama,Elective,100
STU03179,Mathematics,Core,83
STU03180,Music,Elective,80
STU03181,Geography,Core,84
STU03182,Mathematics,Core,65
STU03183,Geography,Core,51
STU03184,Dance,Elective,66
STU03185,Science,Core,69
STU03186,Art,Elective,88
STU03187,Physical Education,Elective,70
STU03188,Art,Elective,87
STU03189,Robotics,Elective,94
STU03190,Science,Core,77
STU03191,Geography,Core,77
STU03192,Physical Education,Elective,100
STU03193,English,Core,89
STU03194,English,Core,97
STU03195,Music,Elective,79
STU03196,English,Core,95
STU03197,Cooking,Elective,71
STU03198,Science,Core,68
STU03199,Cooking,Elective,59
STU03200,Art,Elective,83
STU03201,Cooking,Elective,91
STU03202,English,Core,95
STU03203,Photography,Elective,89
STU03204,Mathematics,Core,70
STU03205,Drama,Elective,80
STU03206,Computer Science,Elective,100
STU03207,Debate,Elective,85
STU03208,Photography,Elective,71
STU03209,Robotics,Elective,87
STU03210,Physical Education,Elective,75
STU03211,Debate,Elective,95
STU03212,Physical Education,Elective,73
STU03213,Cooking,Elective,100
STU03214,Drama,Elective,77
STU03215,Science,Core,60
STU03216,Robotics,Elective,80
STU03217,History,Core,81
STU03218,Debate,Elective,89
STU03219,Robotics,Elective,67
STU03220,Dance,Elective,82
STU03221,History,Core,66
STU03222,Art,Elective,84
STU03223,History,Core,78
STU03224,Photography,Elective,63
STU03225,Mathematics,Core,67
STU03226,Art,Elective,70
STU03227,Science,Core,56
STU03228,Geography,Core,81
STU03229,Mathematics,Core,73
STU03230,Art,Elective,80
STU03231,Geography,Core,74
STU03232,English,Core,94
STU03233,Geography,Core,77
STU03234,Art,Elective,84
STU03235,Art,Elective,89
STU03236,Geography,Core,90
STU03237,Music,Elective,93
STU03238,History,Core,66
STU03239,History,Core,73
STU03240,Geography,Core,62
STU03241,Physical Education,Elective,100
STU03242,Computer Science,Elective,100
STU03243,Dance,Elective,84
STU03244,Debate,Elective,94
STU03245,Mathematics,Core,89
STU03246,Geography,Core,85
STU03247,Mathematics,Core,72
STU03248,Science,Core,89
STU03249,Drama,Elective,84
STU03250,Geography,Core,80
STU03251,Drama,Elective,100
STU03252,Robotics,Elective,100
STU03253,History,Core,74
STU03254,Drama,Elective,79
STU03255,Geography,Core,98
STU03256,Art,Elective,88
STU03257,English,Core,78
STU03258,Geography,Core,86
STU03259,Art,Elective,72
STU03260,Mathematics,Core,79
STU03261,Mathematics,Core,77
STU03262,English,Core,80
STU03263,Dance,Elective,54
STU03264,Science,Core,82
STU03265,Science,Core,78
STU03266,Geography,Core,89
STU03267,Mathematics,Core,72
STU03268,Robotics,Elective,74
STU03269,Art,Elective,97
STU03270,Music,Elective,84
STU03271,Mathematics,Core,75
STU03272,Drama,Elective,37
STU03273,Music,Elective,100
STU03274,Geography,Core,70
STU03275,Debate,Elective,76
STU03276,Art,Elective,97
STU03277,Art,Elective,94
STU03278,English,Core,69
STU03279,English,Core,77
STU03280,History,Core,65
STU03281,Robotics,Elective,79
STU03282,English,Core,61
STU03283,Mathematics,Core,74
STU03284,Debate,Elective,94
STU03285,Cooking,Elective,63
STU03286,Mathematics,Core,69
STU03287,Cooking,Elective,67
STU03288,Drama,Elective,95
STU03289,Cooking,Elective,76
STU03290,Robotics,Elective,78
STU03291,Dance,Elective,62
STU03292,Debate,Elective,65
STU03293,Mathematics,Core,56
STU03294,History,Core,60
STU03295,English,Core,69
STU03296,Mathematics,Core,78
STU03297,English,Core,87
STU03298,Science,Core,84
STU03299,Geography,Core,69
STU03300,Computer Science,Elective,79
STU03301,Mathematics,Core,56
STU03302,English,Core,75
STU03303,Debate,Elective,93
STU03304,Physical Education,Elective,82
STU03305,Geography,Core,77
STU03306,History,Core,78
STU03307,Dance,Elective,57
STU03308,Dance,Elective,69
STU03309,Computer Science,Elective,68
STU03310,Cooking,Elective,87
STU03311,History,Core,58
STU03312,Physical Education,Elective,68
STU03313,Mathematics,Core,77
STU03314,Drama,Elective,57
STU03315,Science,Core,71
STU03316,Computer Science,Elective,78
STU03317,English,Core,59
STU03318,Science,Core,86
STU03319,Robotics,Elective,81
STU03320,History,Core,63
STU03321,Mathematics,Core,63
STU03322,Art,Elective,75
STU03323,Science,Core,72
STU03324,Debate,Elective,90
STU03325,Debate,Elective,88
STU03326,Debate,Elective,90
STU03327,Science,Core,55
STU03328,Geography,Core,59
STU03329,Geography,Core,66
STU03330,Robotics,Elective,76
STU03331,Mathematics,Core,59
STU03332,Computer Science,Elective,87
STU03333,English,Core,55
STU03334,Mathematics,Core,82
STU03335,Art,Elective,100
STU03336,Science,Core,90
STU03337,Music,Elective,91
STU03338,Geography,Core,70
STU03339,Robotics,Elective,85
STU03340,Geography,Core,93
STU03341,Science,Core,93
STU03342,History,Core,67
STU03343,Mathematics,Core,72
STU03344,Computer Science,Elective,66
STU03345,English,Core,86
STU03346,English,Core,80
STU03347,Science,Core,67
STU03348,English,Core,85
STU03349,Debate,Elective,83
STU03350,Robotics,Elective,80
STU03351,Mathematics,Core,81
STU03352,Dance,Elective,82
STU03353,English,Core,72
STU03354,Dance,Elective,74
STU03355,Photography,Elective,97
STU03356,Science,Core,100
STU03357,Cooking,Elective,59
STU03358,Mathematics,Core,77
STU03359,Computer Science,Elective,81
STU03360,Photography,Elective,88
STU03361,English,Core,76
STU03362,Science,Core,76
STU03363,Science,Core,64
STU03364,Dance,Elective,69
STU03365,Cooking,Elective,73
STU03366,Science,Core,73
STU03367,Mathematics,Core,85
STU03368,Computer Science,Elective,90
STU03369,English,Core,59
STU03370,Geography,Core,67
STU03371,Art,Elective,85
STU03372,Debate,Elective,87
STU03373,Art,Elective,83
STU03374,English,Core,66
STU03375,Music,Elective,55
STU03376,Debate,Elective,82
STU03377,Mathematics,Core,89
STU03378,Mathematics,Core,84
STU03379,Debate,Elective,73
STU03380,Drama,Elective,95
STU03381,Mathematics,Core,85
STU03382,Art,Elective,93
STU03383,English,Core,84
STU03384,Mathematics,Core,87
STU03385,English,Core,74
STU03386,Geography,Core,74
STU03387,Mathematics,Core,81
STU03388,Physical Education,Elective,98
STU03389,Physical Education,Elective,100
STU03390,Debate,Elective,76
STU03391,History,Core,67
STU03392,Computer Science,Elective,100
STU03393,Music,Elective,91
STU03394,Science,Core,63
STU03395,Music,Elective,100
STU03396,Computer Science,Elective,73
STU03397,History,Core,79
STU03398,Music,Elective,92
STU03399,Dance,Elective,59
STU03400,Robotics,Elective,73
STU03401,Physical Education,Elective,97
STU03402,Music,Elective,86
STU03403,Computer Science,Elective,68
STU03404,Drama,Elective,54
STU03405,Debate,Elective,80
STU03406,Music,Elective,93
STU03407,Physical Education,Elective,85
STU03408,History,Core,81
STU03409,Music,Elective,85
STU03410,Geography,Core,86
STU03411,English,Core,94
STU03412,Mathematics,Core,84
STU03413,Cooking,Elective,53
STU03414,Robotics,Elective,67
STU03415,Debate,Elective,48
STU03416,Debate,Elective,81
STU03417,Science,Core,86
STU03418,Cooking,Elective,97
STU03419,Art,Elective,78
STU03420,Computer Science,Elective,94
STU03421,Drama,Elective,57
STU03422,Science,Core,77
STU03423,English,Core,86
STU03424,Music,Elective,92
STU03425,Physical Education,Elective,70
STU03426,Robotics,Elective,89
STU03427,Mathematics,Core,79
STU03428,Art,Elective,77
STU03429,Photography,Elective,66
STU03430,Drama,Elective,69
STU03431,Art,Elective,76
STU03432,Physical Education,Elective,67
STU03433,Drama,Elective,100
STU03434,Computer Science,Elective,90
STU03435,Music,Elective,98
STU03436,Photography,Elective,70
STU03437,Music,Elective,95
STU03438,Cooking,Elective,82
STU03439,Geography,Core,86
STU03440,Geography,Core,46
STU03441,Mathematics,Core,80
STU03442,History,Core,86
STU03443,Science,Core,61
STU03444,Photography,Elective,86
STU03445,Computer Science,Elective,45
STU03446,History,Core,69
STU03447,Mathematics,Core,82
STU03448,History,Core,97
STU03449,English,Core,50
STU03450,Geography,Core,84
STU03451,Debate,Elective,84
STU03452,Cooking,Elective,100
