BULK IMPORT LOG
Timestamp: 2026-01-03 13:22:34
Source File: grade_records.csv
Format: 5 columns, with GradeID
Has Header: true
=========================================

Line 1: SKIPPED - Header row: ﻿GradeRecordID,StudentID,SubjectName,SubjectType,Grade
Row 1: SUCCESS - GRD00001, STU001, Music (Elective), 95.0%
Row 2110: SUCCESS - GRD02110, STU010, Robotics (Elective), 49.0%
Row 2111: SUCCESS - GRD02111, STU011, Physical Education (Elective), 87.0%
Row 2112: SUCCESS - GRD02112, STU012, Dance (Elective), 63.0%
Row 2113: SUCCESS - GRD02113, STU013, Cooking (Elective), 50.0%
Row 2114: SUCCESS - GRD02114, STU014, Photography (Elective), 69.0%
Row 2115: SUCCESS - GRD02115, STU015, Debate (Elective), 90.0%
Row 2116: SUCCESS - GRD02116, STU016, Music (Elective), 86.0%
Row 2117: SUCCESS - GRD02117, STU017, History (Core), 70.0%
Row 2118: SUCCESS - GRD02118, STU018, Mathematics (Core), 83.0%
Row 2119: SUCCESS - GRD02119, STU019, English (Core), 95.0%
Row 2120: SUCCESS - GRD02120, STU020, Science (Core), 95.0%
Row 2121: SUCCESS - GRD02121, STU021, Geography (Core), 58.0%
Row 2122: SUCCESS - GRD02122, STU022, Art (Elective), 55.0%
Row 2123: SUCCESS - GRD02123, STU023, Drama (Elective), 74.0%
Row 2124: SUCCESS - GRD02124, STU024, Computer Science (Elective), 74.0%
Row 2125: SUCCESS - GRD02125, STU025, Robotics (Elective), 69.0%
Row 2126: SUCCESS - GRD02126, STU026, Physical Education (Elective), 40.0%
Row 2127: SUCCESS - GRD02127, STU027, Dance (Elective), 49.0%
Row 2128: SUCCESS - GRD02128, STU028, Cooking (Elective), 95.0%
Row 2129: SUCCESS - GRD02129, STU029, Photography (Elective), 89.0%
Row 2130: SUCCESS - GRD02130, STU030, Debate (Elective), 76.0%
Row 2131: SUCCESS - GRD02131, STU031, Music (Elective), 67.0%
Row 2132: SUCCESS - GRD02132, STU032, History (Core), 65.0%
Row 2133: SUCCESS - GRD02133, STU033, Mathematics (Core), 80.0%
Row 2134: SUCCESS - GRD02134, STU034, English (Core), 68.0%
Row 2135: SUCCESS - GRD02135, STU035, Science (Core), 65.0%
Row 2136: SUCCESS - GRD02136, STU036, Geography (Core), 67.0%
Row 2137: SUCCESS - GRD02137, STU037, Art (Elective), 45.0%
Row 2138: SUCCESS - GRD02138, STU038, Drama (Elective), 92.0%
Row 2139: SUCCESS - GRD02139, STU039, Computer Science (Elective), 80.0%
Row 2140: SUCCESS - GRD02140, STU040, Robotics (Elective), 44.0%
Row 2141: SUCCESS - GRD02141, STU041, Physical Education (Elective), 49.0%
Row 2142: SUCCESS - GRD02142, STU042, Dance (Elective), 49.0%
Row 2143: SUCCESS - GRD02143, STU043, Cooking (Elective), 59.0%
Row 2144: SUCCESS - GRD02144, STU044, Photography (Elective), 56.0%
Row 2145: SUCCESS - GRD02145, STU045, Debate (Elective), 86.0%
Row 2146: SUCCESS - GRD02146, STU046, Music (Elective), 48.0%
Row 2147: SUCCESS - GRD02147, STU047, History (Core), 77.0%
Row 2148: SUCCESS - GRD02148, STU048, Mathematics (Core), 86.0%
Row 2149: SUCCESS - GRD02149, STU049, English (Core), 85.0%
Row 2150: SUCCESS - GRD02150, STU050, Science (Core), 91.0%
Row 2151: SUCCESS - GRD02151, STU001, Geography (Core), 94.0%
Row 2152: SUCCESS - GRD02152, STU002, Art (Elective), 70.0%
Row 2153: SUCCESS - GRD02153, STU003, Drama (Elective), 47.0%
Row 2154: SUCCESS - GRD02154, STU004, Computer Science (Elective), 70.0%
Row 2155: SUCCESS - GRD02155, STU005, Robotics (Elective), 80.0%
Row 2156: SUCCESS - GRD02156, STU006, Physical Education (Elective), 47.0%
Row 2157: SUCCESS - GRD02157, STU007, Dance (Elective), 66.0%
Row 2158: SUCCESS - GRD02158, STU008, Cooking (Elective), 48.0%
Row 2159: SUCCESS - GRD02159, STU009, Photography (Elective), 87.0%
Row 2160: SUCCESS - GRD02160, STU010, Debate (Elective), 46.0%
Row 2161: SUCCESS - GRD02161, STU011, Music (Elective), 78.0%
Row 2162: SUCCESS - GRD02162, STU012, History (Core), 93.0%
Row 2163: SUCCESS - GRD02163, STU013, Mathematics (Core), 69.0%
Row 2164: SUCCESS - GRD02164, STU014, English (Core), 93.0%
Row 2165: SUCCESS - GRD02165, STU015, Science (Core), 82.0%
Row 2166: SUCCESS - GRD02166, STU016, Geography (Core), 91.0%
Row 2167: SUCCESS - GRD02167, STU017, Art (Elective), 94.0%
Row 2168: SUCCESS - GRD02168, STU018, Drama (Elective), 64.0%
Row 2169: SUCCESS - GRD02169, STU019, Computer Science (Elective), 69.0%
Row 2170: SUCCESS - GRD02170, STU020, Robotics (Elective), 75.0%
Row 2171: SUCCESS - GRD02171, STU021, Physical Education (Elective), 50.0%
Row 2172: SUCCESS - GRD02172, STU022, Dance (Elective), 54.0%
Row 2173: SUCCESS - GRD02173, STU023, Cooking (Elective), 59.0%
Row 2174: SUCCESS - GRD02174, STU024, Photography (Elective), 98.0%
Row 2175: SUCCESS - GRD02175, STU025, Debate (Elective), 75.0%
Row 2176: SUCCESS - GRD02176, STU026, Music (Elective), 40.0%
Row 2177: SUCCESS - GRD02177, STU027, History (Core), 83.0%
Row 2178: SUCCESS - GRD02178, STU028, Mathematics (Core), 87.0%
Row 2179: SUCCESS - GRD02179, STU029, English (Core), 96.0%
Row 2180: SUCCESS - GRD02180, STU030, Science (Core), 42.0%
Row 2181: SUCCESS - GRD02181, STU031, Geography (Core), 84.0%
Row 2182: SUCCESS - GRD02182, STU032, Art (Elective), 55.0%
Row 2183: SUCCESS - GRD02183, STU033, Drama (Elective), 69.0%
Row 2184: SUCCESS - GRD02184, STU034, Computer Science (Elective), 67.0%
Row 2185: SUCCESS - GRD02185, STU035, Robotics (Elective), 62.0%
Row 2186: SUCCESS - GRD02186, STU036, Physical Education (Elective), 84.0%
Row 2187: SUCCESS - GRD02187, STU037, Dance (Elective), 70.0%
Row 2188: SUCCESS - GRD02188, STU038, Cooking (Elective), 100.0%
Row 2189: SUCCESS - GRD02189, STU039, Photography (Elective), 100.0%
Row 2190: SUCCESS - GRD02190, STU040, Debate (Elective), 87.0%
Row 2191: SUCCESS - GRD02191, STU041, Music (Elective), 40.0%
Row 2192: SUCCESS - GRD02192, STU042, History (Core), 82.0%
Row 2193: SUCCESS - GRD02193, STU043, Mathematics (Core), 91.0%
Row 2194: SUCCESS - GRD02194, STU044, English (Core), 40.0%
Row 2195: SUCCESS - GRD02195, STU045, Science (Core), 75.0%
Row 2196: SUCCESS - GRD02196, STU046, Geography (Core), 62.0%
Row 2197: SUCCESS - GRD02197, STU047, Art (Elective), 72.0%
Row 2198: SUCCESS - GRD02198, STU048, Drama (Elective), 47.0%
Row 2199: SUCCESS - GRD02199, STU049, Computer Science (Elective), 45.0%
Row 2200: SUCCESS - GRD02200, STU050, Robotics (Elective), 54.0%
Row 2201: SUCCESS - GRD02201, STU001, Physical Education (Elective), 46.0%
Row 2202: SUCCESS - GRD02202, STU002, Dance (Elective), 70.0%
Row 2203: SUCCESS - GRD02203, STU003, Cooking (Elective), 100.0%
Row 2204: SUCCESS - GRD02204, STU004, Photography (Elective), 95.0%
Row 2205: SUCCESS - GRD02205, STU005, Debate (Elective), 40.0%
Row 2206: SUCCESS - GRD02206, STU006, Music (Elective), 74.0%
Row 2207: SUCCESS - GRD02207, STU007, History (Core), 97.0%
Row 2208: SUCCESS - GRD02208, STU008, Mathematics (Core), 59.0%
Row 2209: SUCCESS - GRD02209, STU009, English (Core), 90.0%
Row 2210: SUCCESS - GRD02210, STU010, Science (Core), 89.0%
Row 2211: SUCCESS - GRD02211, STU011, Geography (Core), 61.0%
Row 2212: SUCCESS - GRD02212, STU012, Art (Elective), 57.0%
Row 2213: SUCCESS - GRD02213, STU013, Drama (Elective), 48.0%
Row 2214: SUCCESS - GRD02214, STU014, Computer Science (Elective), 63.0%
Row 2215: SUCCESS - GRD02215, STU015, Robotics (Elective), 63.0%
Row 2216: SUCCESS - GRD02216, STU016, Physical Education (Elective), 99.0%
Row 2217: SUCCESS - GRD02217, STU017, Dance (Elective), 89.0%
Row 2218: SUCCESS - GRD02218, STU018, Cooking (Elective), 57.0%
Row 2219: SUCCESS - GRD02219, STU019, Photography (Elective), 89.0%
Row 2220: SUCCESS - GRD02220, STU020, Debate (Elective), 82.0%
Row 2221: SUCCESS - GRD02221, STU021, Music (Elective), 44.0%
Row 2222: SUCCESS - GRD02222, STU022, History (Core), 96.0%
Row 2223: SUCCESS - GRD02223, STU023, Mathematics (Core), 41.0%
Row 2224: SUCCESS - GRD02224, STU024, English (Core), 47.0%
Row 2225: SUCCESS - GRD02225, STU025, Science (Core), 44.0%
Row 2226: SUCCESS - GRD02226, STU026, Geography (Core), 64.0%
Row 2227: SUCCESS - GRD02227, STU027, Art (Elective), 64.0%
Row 2228: SUCCESS - GRD02228, STU028, Drama (Elective), 45.0%
Row 2229: SUCCESS - GRD02229, STU029, Computer Science (Elective), 70.0%
Row 2230: SUCCESS - GRD02230, STU030, Robotics (Elective), 73.0%
Row 2231: SUCCESS - GRD02231, STU031, Physical Education (Elective), 89.0%
Row 2232: SUCCESS - GRD02232, STU032, Dance (Elective), 61.0%
Row 2233: SUCCESS - GRD02233, STU033, Cooking (Elective), 72.0%
Row 2234: SUCCESS - GRD02234, STU034, Photography (Elective), 53.0%
Row 2235: SUCCESS - GRD02235, STU035, Debate (Elective), 88.0%
Row 2236: SUCCESS - GRD02236, STU036, Music (Elective), 61.0%
Row 2237: SUCCESS - GRD02237, STU037, History (Core), 70.0%
Row 2238: SUCCESS - GRD02238, STU038, Mathematics (Core), 77.0%
Row 2239: SUCCESS - GRD02239, STU039, English (Core), 89.0%
Row 2240: SUCCESS - GRD02240, STU040, Science (Core), 56.0%
Row 2241: SUCCESS - GRD02241, STU041, Geography (Core), 72.0%
Row 2242: SUCCESS - GRD02242, STU042, Art (Elective), 95.0%
Row 2243: SUCCESS - GRD02243, STU043, Drama (Elective), 99.0%
Row 2244: SUCCESS - GRD02244, STU044, Computer Science (Elective), 94.0%
Row 2245: SUCCESS - GRD02245, STU045, Robotics (Elective), 69.0%
Row 2246: SUCCESS - GRD02246, STU046, Physical Education (Elective), 86.0%
Row 2247: SUCCESS - GRD02247, STU047, Dance (Elective), 55.0%
Row 2248: SUCCESS - GRD02248, STU048, Cooking (Elective), 42.0%
Row 2249: SUCCESS - GRD02249, STU049, Photography (Elective), 53.0%
Row 2250: SUCCESS - GRD02250, STU050, Debate (Elective), 75.0%
Row 2251: SUCCESS - GRD02251, STU001, Music (Elective), 65.0%
Row 2252: SUCCESS - GRD02252, STU002, History (Core), 90.0%
Row 2253: SUCCESS - GRD02253, STU003, Mathematics (Core), 87.0%
Row 2254: SUCCESS - GRD02254, STU004, English (Core), 56.0%
Row 2255: SUCCESS - GRD02255, STU005, Science (Core), 66.0%
Row 2256: SUCCESS - GRD02256, STU006, Geography (Core), 98.0%
Row 2257: SUCCESS - GRD02257, STU007, Art (Elective), 86.0%
Row 2258: SUCCESS - GRD02258, STU008, Drama (Elective), 93.0%
Row 2259: SUCCESS - GRD02259, STU009, Computer Science (Elective), 78.0%
Row 2260: SUCCESS - GRD02260, STU010, Robotics (Elective), 57.0%
Row 2261: SUCCESS - GRD02261, STU011, Physical Education (Elective), 56.0%
Row 2262: SUCCESS - GRD02262, STU012, Dance (Elective), 73.0%
Row 2263: SUCCESS - GRD02263, STU013, Cooking (Elective), 42.0%
Row 2264: SUCCESS - GRD02264, STU014, Photography (Elective), 97.0%
Row 2265: SUCCESS - GRD02265, STU015, Debate (Elective), 87.0%
Row 2266: SUCCESS - GRD02266, STU016, Music (Elective), 53.0%
Row 2267: SUCCESS - GRD02267, STU017, History (Core), 40.0%
Row 2268: SUCCESS - GRD02268, STU018, Mathematics (Core), 100.0%
Row 2269: SUCCESS - GRD02269, STU019, English (Core), 99.0%
Row 2270: SUCCESS - GRD02270, STU020, Science (Core), 99.0%
Row 2271: SUCCESS - GRD02271, STU021, Geography (Core), 65.0%
Row 2272: SUCCESS - GRD02272, STU022, Art (Elective), 63.0%
Row 2273: SUCCESS - GRD02273, STU023, Drama (Elective), 62.0%
Row 2274: SUCCESS - GRD02274, STU024, Computer Science (Elective), 69.0%
Row 2275: SUCCESS - GRD02275, STU025, Robotics (Elective), 65.0%
Row 2276: SUCCESS - GRD02276, STU026, Physical Education (Elective), 59.0%
Row 2277: SUCCESS - GRD02277, STU027, Dance (Elective), 76.0%
Row 2278: SUCCESS - GRD02278, STU028, Cooking (Elective), 77.0%
Row 2279: SUCCESS - GRD02279, STU029, Photography (Elective), 89.0%
Row 2280: SUCCESS - GRD02280, STU030, Debate (Elective), 71.0%
Row 2281: SUCCESS - GRD02281, STU031, Music (Elective), 51.0%
Row 2282: SUCCESS - GRD02282, STU032, History (Core), 58.0%
Row 2283: SUCCESS - GRD02283, STU033, Mathematics (Core), 84.0%
Row 2284: SUCCESS - GRD02284, STU034, English (Core), 54.0%
Row 2285: SUCCESS - GRD02285, STU035, Science (Core), 64.0%
Row 2286: SUCCESS - GRD02286, STU036, Geography (Core), 81.0%
Row 2287: SUCCESS - GRD02287, STU037, Art (Elective), 90.0%
Row 2288: SUCCESS - GRD02288, STU038, Drama (Elective), 63.0%
Row 2289: SUCCESS - GRD02289, STU039, Computer Science (Elective), 46.0%
Row 2290: SUCCESS - GRD02290, STU040, Robotics (Elective), 80.0%
Row 2291: SUCCESS - GRD02291, STU041, Physical Education (Elective), 82.0%
Row 2292: SUCCESS - GRD02292, STU042, Dance (Elective), 58.0%
Row 2293: SUCCESS - GRD02293, STU043, Cooking (Elective), 69.0%
Row 2294: SUCCESS - GRD02294, STU044, Photography (Elective), 86.0%
Row 2295: SUCCESS - GRD02295, STU045, Debate (Elective), 88.0%
Row 2296: SUCCESS - GRD02296, STU046, Music (Elective), 78.0%
Row 2297: SUCCESS - GRD02297, STU047, History (Core), 65.0%
Row 2298: SUCCESS - GRD02298, STU048, Mathematics (Core), 69.0%
Row 2299: SUCCESS - GRD02299, STU049, English (Core), 63.0%
Row 2300: SUCCESS - GRD02300, STU050, Science (Core), 40.0%
Row 2301: SUCCESS - GRD02301, STU001, Geography (Core), 74.0%
Row 2302: SUCCESS - GRD02302, STU002, Art (Elective), 91.0%
Row 2303: SUCCESS - GRD02303, STU003, Drama (Elective), 95.0%
Row 2304: SUCCESS - GRD02304, STU004, Computer Science (Elective), 76.0%
Row 2305: SUCCESS - GRD02305, STU005, Robotics (Elective), 83.0%
Row 2306: SUCCESS - GRD02306, STU006, Physical Education (Elective), 53.0%
Row 2307: SUCCESS - GRD02307, STU007, Dance (Elective), 74.0%
Row 2308: SUCCESS - GRD02308, STU008, Cooking (Elective), 52.0%
Row 2309: SUCCESS - GRD02309, STU009, Photography (Elective), 48.0%
Row 2310: SUCCESS - GRD02310, STU010, Debate (Elective), 89.0%
Row 2311: SUCCESS - GRD02311, STU011, Music (Elective), 55.0%
Row 2312: SUCCESS - GRD02312, STU012, History (Core), 75.0%
Row 2313: SUCCESS - GRD02313, STU013, Mathematics (Core), 46.0%
Row 2314: SUCCESS - GRD02314, STU014, English (Core), 44.0%
Row 2315: SUCCESS - GRD02315, STU015, Science (Core), 87.0%
Row 2316: SUCCESS - GRD02316, STU016, Geography (Core), 43.0%
Row 2317: SUCCESS - GRD02317, STU017, Art (Elective), 53.0%
Row 2318: SUCCESS - GRD02318, STU018, Drama (Elective), 62.0%
Row 2319: SUCCESS - GRD02319, STU019, Computer Science (Elective), 91.0%
Row 2320: SUCCESS - GRD02320, STU020, Robotics (Elective), 61.0%
Row 2321: SUCCESS - GRD02321, STU021, Physical Education (Elective), 88.0%
Row 2322: SUCCESS - GRD02322, STU022, Dance (Elective), 57.0%
Row 2323: SUCCESS - GRD02323, STU023, Cooking (Elective), 41.0%
Row 2324: SUCCESS - GRD02324, STU024, Photography (Elective), 75.0%
Row 2325: SUCCESS - GRD02325, STU025, Debate (Elective), 76.0%
Row 2326: SUCCESS - GRD02326, STU026, Music (Elective), 65.0%
Row 2327: SUCCESS - GRD02327, STU027, History (Core), 77.0%
Row 2328: SUCCESS - GRD02328, STU028, Mathematics (Core), 58.0%
Row 2329: SUCCESS - GRD02329, STU029, English (Core), 89.0%
Row 2330: SUCCESS - GRD02330, STU030, Science (Core), 56.0%
Row 2331: SUCCESS - GRD02331, STU031, Geography (Core), 73.0%
Row 2332: SUCCESS - GRD02332, STU032, Art (Elective), 71.0%
Row 2333: SUCCESS - GRD02333, STU033, Drama (Elective), 51.0%
Row 2334: SUCCESS - GRD02334, STU034, Computer Science (Elective), 84.0%
Row 2335: SUCCESS - GRD02335, STU035, Robotics (Elective), 93.0%
Row 2336: SUCCESS - GRD02336, STU036, Physical Education (Elective), 43.0%
Row 2337: SUCCESS - GRD02337, STU037, Dance (Elective), 75.0%
Row 2338: SUCCESS - GRD02338, STU038, Cooking (Elective), 82.0%
Row 2339: SUCCESS - GRD02339, STU039, Photography (Elective), 76.0%
Row 2340: SUCCESS - GRD02340, STU040, Debate (Elective), 100.0%
Row 2341: SUCCESS - GRD02341, STU041, Music (Elective), 92.0%
Row 2342: SUCCESS - GRD02342, STU042, History (Core), 52.0%
Row 2343: SUCCESS - GRD02343, STU043, Mathematics (Core), 96.0%
Row 2344: SUCCESS - GRD02344, STU044, English (Core), 79.0%
Row 2345: SUCCESS - GRD02345, STU045, Science (Core), 50.0%
Row 2346: SUCCESS - GRD02346, STU046, Geography (Core), 98.0%
Row 2347: SUCCESS - GRD02347, STU047, Art (Elective), 90.0%
Row 2348: SUCCESS - GRD02348, STU048, Drama (Elective), 94.0%
Row 2349: SUCCESS - GRD02349, STU049, Computer Science (Elective), 51.0%
Row 2350: SUCCESS - GRD02350, STU050, Robotics (Elective), 79.0%
Row 2351: SUCCESS - GRD02351, STU001, Physical Education (Elective), 52.0%
Row 2352: SUCCESS - GRD02352, STU002, Dance (Elective), 49.0%
Row 2353: SUCCESS - GRD02353, STU003, Cooking (Elective), 64.0%
Row 2354: SUCCESS - GRD02354, STU004, Photography (Elective), 86.0%
Row 2355: SUCCESS - GRD02355, STU005, Debate (Elective), 46.0%
Row 2356: SUCCESS - GRD02356, STU006, Music (Elective), 60.0%
Row 2357: SUCCESS - GRD02357, STU007, History (Core), 82.0%
Row 2358: SUCCESS - GRD02358, STU008, Mathematics (Core), 64.0%
Row 2359: SUCCESS - GRD02359, STU009, English (Core), 91.0%
Row 2360: SUCCESS - GRD02360, STU010, Science (Core), 92.0%
Row 2361: SUCCESS - GRD02361, STU011, Geography (Core), 58.0%
Row 2362: SUCCESS - GRD02362, STU012, Art (Elective), 45.0%
Row 2363: SUCCESS - GRD02363, STU013, Drama (Elective), 91.0%
Row 2364: SUCCESS - GRD02364, STU014, Computer Science (Elective), 50.0%
Row 2365: SUCCESS - GRD02365, STU015, Robotics (Elective), 60.0%
Row 2366: SUCCESS - GRD02366, STU016, Physical Education (Elective), 63.0%
Row 2367: SUCCESS - GRD02367, STU017, Dance (Elective), 70.0%
Row 2368: SUCCESS - GRD02368, STU018, Cooking (Elective), 77.0%
Row 2369: SUCCESS - GRD02369, STU019, Photography (Elective), 94.0%
Row 2370: SUCCESS - GRD02370, STU020, Debate (Elective), 58.0%
Row 2371: SUCCESS - GRD02371, STU021, Music (Elective), 98.0%
Row 2372: SUCCESS - GRD02372, STU022, History (Core), 48.0%
Row 2373: SUCCESS - GRD02373, STU023, Mathematics (Core), 46.0%
Row 2374: SUCCESS - GRD02374, STU024, English (Core), 89.0%
Row 2375: SUCCESS - GRD02375, STU025, Science (Core), 49.0%
Row 2376: SUCCESS - GRD02376, STU026, Geography (Core), 49.0%
Row 2377: SUCCESS - GRD02377, STU027, Art (Elective), 94.0%
Row 2378: SUCCESS - GRD02378, STU028, Drama (Elective), 46.0%
Row 2379: SUCCESS - GRD02379, STU029, Computer Science (Elective), 69.0%
Row 2380: SUCCESS - GRD02380, STU030, Robotics (Elective), 74.0%
Row 2381: SUCCESS - GRD02381, STU031, Physical Education (Elective), 74.0%
Row 2382: SUCCESS - GRD02382, STU032, Dance (Elective), 61.0%
Row 2383: SUCCESS - GRD02383, STU033, Cooking (Elective), 74.0%
Row 2384: SUCCESS - GRD02384, STU034, Photography (Elective), 51.0%
Row 2385: SUCCESS - GRD02385, STU035, Debate (Elective), 71.0%
Row 2386: SUCCESS - GRD02386, STU036, Music (Elective), 40.0%
Row 2387: SUCCESS - GRD02387, STU037, History (Core), 49.0%
Row 2388: SUCCESS - GRD02388, STU038, Mathematics (Core), 51.0%
Row 2389: SUCCESS - GRD02389, STU039, English (Core), 66.0%
Row 2390: SUCCESS - GRD02390, STU040, Science (Core), 46.0%
Row 2391: SUCCESS - GRD02391, STU041, Geography (Core), 71.0%
Row 2392: SUCCESS - GRD02392, STU042, Art (Elective), 47.0%
Row 2393: SUCCESS - GRD02393, STU043, Drama (Elective), 82.0%
Row 2394: SUCCESS - GRD02394, STU044, Computer Science (Elective), 53.0%
Row 2395: SUCCESS - GRD02395, STU045, Robotics (Elective), 86.0%
Row 2396: SUCCESS - GRD02396, STU046, Physical Education (Elective), 98.0%
Row 2397: SUCCESS - GRD02397, STU047, Dance (Elective), 56.0%
Row 2398: SUCCESS - GRD02398, STU048, Cooking (Elective), 87.0%
Row 2399: SUCCESS - GRD02399, STU049, Photography (Elective), 55.0%
Row 2400: SUCCESS - GRD02400, STU050, Debate (Elective), 43.0%
Row 2401: SUCCESS - GRD02401, STU001, Music (Elective), 64.0%
Row 2402: SUCCESS - GRD02402, STU002, History (Core), 51.0%
Row 2403: SUCCESS - GRD02403, STU003, Mathematics (Core), 92.0%
Row 2404: SUCCESS - GRD02404, STU004, English (Core), 94.0%
Row 2405: SUCCESS - GRD02405, STU005, Science (Core), 41.0%
Row 2406: SUCCESS - GRD02406, STU006, Geography (Core), 96.0%
Row 2407: SUCCESS - GRD02407, STU007, Art (Elective), 80.0%
Row 2408: SUCCESS - GRD02408, STU008, Drama (Elective), 62.0%
Row 2409: SUCCESS - GRD02409, STU009, Computer Science (Elective), 62.0%
Row 2410: SUCCESS - GRD02410, STU010, Robotics (Elective), 45.0%
Row 2411: SUCCESS - GRD02411, STU011, Physical Education (Elective), 61.0%
Row 2412: SUCCESS - GRD02412, STU012, Dance (Elective), 80.0%
Row 2413: SUCCESS - GRD02413, STU013, Cooking (Elective), 52.0%
Row 2414: SUCCESS - GRD02414, STU014, Photography (Elective), 81.0%
Row 2415: SUCCESS - GRD02415, STU015, Debate (Elective), 74.0%
Row 2416: SUCCESS - GRD02416, STU016, Music (Elective), 65.0%
Row 2417: SUCCESS - GRD02417, STU017, History (Core), 56.0%
Row 2418: SUCCESS - GRD02418, STU018, Mathematics (Core), 83.0%
Row 2419: SUCCESS - GRD02419, STU019, English (Core), 50.0%
Row 2420: SUCCESS - GRD02420, STU020, Science (Core), 85.0%
Row 2421: SUCCESS - GRD02421, STU021, Geography (Core), 60.0%
Row 2422: SUCCESS - GRD02422, STU022, Art (Elective), 47.0%
Row 2423: SUCCESS - GRD02423, STU023, Drama (Elective), 91.0%
Row 2424: SUCCESS - GRD02424, STU024, Computer Science (Elective), 84.0%
Row 2425: SUCCESS - GRD02425, STU025, Robotics (Elective), 68.0%
Row 2426: SUCCESS - GRD02426, STU026, Physical Education (Elective), 41.0%
Row 2427: SUCCESS - GRD02427, STU027, Dance (Elective), 92.0%
Row 2428: SUCCESS - GRD02428, STU028, Cooking (Elective), 86.0%
Row 2429: SUCCESS - GRD02429, STU029, Photography (Elective), 63.0%
Row 2430: SUCCESS - GRD02430, STU030, Debate (Elective), 100.0%
Row 2431: SUCCESS - GRD02431, STU031, Music (Elective), 89.0%
Row 2432: SUCCESS - GRD02432, STU032, History (Core), 71.0%
Row 2433: SUCCESS - GRD02433, STU033, Mathematics (Core), 86.0%
Row 2434: SUCCESS - GRD02434, STU034, English (Core), 78.0%
Row 2435: SUCCESS - GRD02435, STU035, Science (Core), 43.0%
Row 2436: SUCCESS - GRD02436, STU036, Geography (Core), 89.0%
Row 2437: SUCCESS - GRD02437, STU037, Art (Elective), 47.0%
Row 2438: SUCCESS - GRD02438, STU038, Drama (Elective), 66.0%
Row 2439: SUCCESS - GRD02439, STU039, Computer Science (Elective), 69.0%
Row 2440: SUCCESS - GRD02440, STU040, Robotics (Elective), 58.0%
Row 2441: SUCCESS - GRD02441, STU041, Physical Education (Elective), 98.0%
Row 2442: SUCCESS - GRD02442, STU042, Dance (Elective), 59.0%
Row 2443: SUCCESS - GRD02443, STU043, Cooking (Elective), 72.0%
Row 2444: SUCCESS - GRD02444, STU044, Photography (Elective), 96.0%
Row 2445: SUCCESS - GRD02445, STU045, Debate (Elective), 84.0%
Row 2446: SUCCESS - GRD02446, STU046, Music (Elective), 75.0%
Row 2447: SUCCESS - GRD02447, STU047, History (Core), 93.0%
Row 2448: SUCCESS - GRD02448, STU048, Mathematics (Core), 93.0%
Row 2449: SUCCESS - GRD02449, STU049, English (Core), 43.0%
Row 2450: SUCCESS - GRD02450, STU050, Science (Core), 60.0%
Row 2451: SUCCESS - GRD02451, STU001, Geography (Core), 49.0%
Row 2452: SUCCESS - GRD02452, STU002, Art (Elective), 91.0%
Row 2453: SUCCESS - GRD02453, STU003, Drama (Elective), 100.0%
Row 2454: SUCCESS - GRD02454, STU004, Computer Science (Elective), 81.0%
Row 2455: SUCCESS - GRD02455, STU005, Robotics (Elective), 67.0%
Row 2456: SUCCESS - GRD02456, STU006, Physical Education (Elective), 73.0%
Row 2457: SUCCESS - GRD02457, STU007, Dance (Elective), 63.0%
Row 2458: SUCCESS - GRD02458, STU008, Cooking (Elective), 88.0%
Row 2459: SUCCESS - GRD02459, STU009, Photography (Elective), 68.0%
Row 2460: SUCCESS - GRD02460, STU010, Debate (Elective), 64.0%
Row 2461: SUCCESS - GRD02461, STU011, Music (Elective), 99.0%
Row 2462: SUCCESS - GRD02462, STU012, History (Core), 46.0%
Row 2463: SUCCESS - GRD02463, STU013, Mathematics (Core), 83.0%
Row 2464: SUCCESS - GRD02464, STU014, English (Core), 68.0%
Row 2465: SUCCESS - GRD02465, STU015, Science (Core), 54.0%
Row 2466: SUCCESS - GRD02466, STU016, Geography (Core), 91.0%
Row 2467: SUCCESS - GRD02467, STU017, Art (Elective), 62.0%
Row 2468: SUCCESS - GRD02468, STU018, Drama (Elective), 65.0%
Row 2469: SUCCESS - GRD02469, STU019, Computer Science (Elective), 81.0%
Row 2470: SUCCESS - GRD02470, STU020, Robotics (Elective), 89.0%
Row 2471: SUCCESS - GRD02471, STU021, Physical Education (Elective), 79.0%
Row 2472: SUCCESS - GRD02472, STU022, Dance (Elective), 58.0%
Row 2473: SUCCESS - GRD02473, STU023, Cooking (Elective), 53.0%
Row 2474: SUCCESS - GRD02474, STU024, Photography (Elective), 45.0%
Row 2475: SUCCESS - GRD02475, STU025, Debate (Elective), 67.0%
Row 2476: SUCCESS - GRD02476, STU026, Music (Elective), 96.0%
Row 2477: SUCCESS - GRD02477, STU027, History (Core), 68.0%
Row 2478: SUCCESS - GRD02478, STU028, Mathematics (Core), 97.0%
Row 2479: SUCCESS - GRD02479, STU029, English (Core), 61.0%
Row 2480: SUCCESS - GRD02480, STU030, Science (Core), 83.0%
Row 2481: SUCCESS - GRD02481, STU031, Geography (Core), 88.0%
Row 2482: SUCCESS - GRD02482, STU032, Art (Elective), 77.0%
Row 2483: SUCCESS - GRD02483, STU033, Drama (Elective), 94.0%
Row 2484: SUCCESS - GRD02484, STU034, Computer Science (Elective), 67.0%
Row 2485: SUCCESS - GRD02485, STU035, Robotics (Elective), 57.0%
