GradeRecordID,StudentID,SubjectName,SubjectType,Grade
GRD01810,STU010,Robotics,Elective,90
GRD01811,STU011,Physical Education,Elective,56
GRD01812,STU012,Dance,Elective,63
GRD01813,STU013,Cooking,Elective,69
GRD01814,STU014,Photography,Elective,68
GRD01815,STU015,Debate,Elective,45
GRD01816,STU016,Music,Elective,67
GRD01817,STU017,History,Core,58
GRD01818,STU018,Mathematics,Core,53
GRD01819,STU019,English,Core,85
GRD01820,STU020,Science,Core,55
GRD01821,STU021,Geography,Core,43
GRD01822,STU022,Art,Elective,93
GRD01823,STU023,Drama,Elective,93
GRD01824,STU024,Computer Science,Elective,52
GRD01825,STU025,Robotics,Elective,79
GRD01826,STU026,Physical Education,Elective,60
GRD01827,STU027,Dance,Elective,76
GRD01828,STU028,Cooking,Elective,72
GRD01829,STU029,Photography,Elective,52
GRD01830,STU030,Debate,Elective,58
GRD01831,STU031,Music,Elective,50
GRD01832,STU032,History,Core,76
GRD01833,STU033,Mathematics,Core,45
GRD01834,STU034,English,Core,47
GRD01835,STU035,Science,Core,81
GRD01836,STU036,Geography,Core,58
GRD01837,STU037,Art,Elective,49
GRD01838,STU038,Drama,Elective,95
GRD01839,STU039,Computer Science,Elective,49
GRD01840,STU040,Robotics,Elective,47
GRD01841,STU041,Physical Education,Elective,82
GRD01842,STU042,Dance,Elective,75
GRD01843,STU043,Cooking,Elective,89
GRD01844,STU044,Photography,Elective,87
GRD01845,STU045,Debate,Elective,70
GRD01846,STU046,Music,Elective,80
GRD01847,STU047,History,Core,100
GRD01848,STU048,Mathematics,Core,78
GRD01849,STU049,English,Core,55
GRD01850,STU050,Science,Core,75
GRD01851,STU001,Geography,Core,72
GRD01852,STU002,Art,Elective,88
GRD01853,STU003,Drama,Elective,95
GRD01854,STU004,Computer Science,Elective,47
GRD01855,STU005,Robotics,Elective,73
GRD01856,STU006,Physical Education,Elective,63
GRD01857,STU007,Dance,Elective,99
GRD01858,STU008,Cooking,Elective,83
GRD01859,STU009,Photography,Elective,54
GRD01860,STU010,Debate,Elective,89
GRD01861,STU011,Music,Elective,53
GRD01862,STU012,History,Core,94
GRD01863,STU013,Mathematics,Core,69
GRD01864,STU014,English,Core,94
GRD01865,STU015,Science,Core,83
GRD01866,STU016,Geography,Core,55
GRD01867,STU017,Art,Elective,60
GRD01868,STU018,Drama,Elective,43
GRD01869,STU019,Computer Science,Elective,53
GRD01870,STU020,Robotics,Elective,45
GRD01871,STU021,Physical Education,Elective,84
GRD01872,STU022,Dance,Elective,40
GRD01873,STU023,Cooking,Elective,69
GRD01874,STU024,Photography,Elective,100
GRD01875,STU025,Debate,Elective,59
GRD01876,STU026,Music,Elective,82
GRD01877,STU027,History,Core,100
GRD01878,STU028,Mathematics,Core,95
GRD01879,STU029,English,Core,74
GRD01880,STU030,Science,Core,49
GRD01881,STU031,Geography,Core,46
GRD01882,STU032,Art,Elective,61
GRD01883,STU033,Drama,Elective,41
GRD01884,STU034,Computer Science,Elective,62
GRD01885,STU035,Robotics,Elective,95
GRD01886,STU036,Physical Education,Elective,70
GRD01887,STU037,Dance,Elective,93
GRD01888,STU038,Cooking,Elective,45
GRD01889,STU039,Photography,Elective,61
GRD01890,STU040,Debate,Elective,74
GRD01891,STU041,Music,Elective,41
GRD01892,STU042,History,Core,56
GRD01893,STU043,Mathematics,Core,50
GRD01894,STU044,English,Core,61
GRD01895,STU045,Science,Core,79
GRD01896,STU046,Geography,Core,74
GRD01897,STU047,Art,Elective,61
GRD01898,STU048,Drama,Elective,76
GRD01899,STU049,Computer Science,Elective,98
GRD01900,STU050,Robotics,Elective,40
GRD01901,STU001,Physical Education,Elective,41
GRD01902,STU002,Dance,Elective,45
GRD01903,STU003,Cooking,Elective,90
GRD01904,STU004,Photography,Elective,67
GRD01905,STU005,Debate,Elective,46
GRD01906,STU006,Music,Elective,89
GRD01907,STU007,History,Core,71
GRD01908,STU008,Mathematics,Core,99
GRD01909,STU009,English,Core,76
GRD01910,STU010,Science,Core,78
GRD01911,STU011,Geography,Core,99
GRD01912,STU012,Art,Elective,40
GRD01913,STU013,Drama,Elective,77
GRD01914,STU014,Computer Science,Elective,95
GRD01915,STU015,Robotics,Elective,85
GRD01916,STU016,Physical Education,Elective,81
GRD01917,STU017,Dance,Elective,73
GRD01918,STU018,Cooking,Elective,72
GRD01919,STU019,Photography,Elective,40
GRD01920,STU020,Debate,Elective,47
GRD01921,STU021,Music,Elective,61
GRD01922,STU022,History,Core,84
GRD01923,STU023,Mathematics,Core,51
GRD01924,STU024,English,Core,74
GRD01925,STU025,Science,Core,73
GRD01926,STU026,Geography,Core,84
GRD01927,STU027,Art,Elective,96
GRD01928,STU028,Drama,Elective,61
GRD01929,STU029,Computer Science,Elective,97
GRD01930,STU030,Robotics,Elective,89
GRD01931,STU031,Physical Education,Elective,68
GRD01932,STU032,Dance,Elective,68
GRD01933,STU033,Cooking,Elective,48
GRD01934,STU034,Photography,Elective,72
GRD01935,STU035,Debate,Elective,49
GRD01936,STU036,Music,Elective,47
GRD01937,STU037,History,Core,83
GRD01938,STU038,Mathematics,Core,59
GRD01939,STU039,English,Core,64
GRD01940,STU040,Science,Core,84
GRD01941,STU041,Geography,Core,54
GRD01942,STU042,Art,Elective,96
GRD01943,STU043,Drama,Elective,61
GRD01944,STU044,Computer Science,Elective,86
GRD01945,STU045,Robotics,Elective,44
GRD01946,STU046,Physical Education,Elective,82
GRD01947,STU047,Dance,Elective,86
GRD01948,STU048,Cooking,Elective,70
GRD01949,STU049,Photography,Elective,48
GRD01950,STU050,Debate,Elective,72
GRD01951,STU001,Music,Elective,84
GRD01952,STU002,History,Core,90
GRD01953,STU003,Mathematics,Core,68
GRD01954,STU004,English,Core,99
GRD01955,STU005,Science,Core,91
GRD01956,STU006,Geography,Core,43
GRD01957,STU007,Art,Elective,52
GRD01958,STU008,Drama,Elective,90
GRD01959,STU009,Computer Science,Elective,53
GRD01960,STU010,Robotics,Elective,45
GRD01961,STU011,Physical Education,Elective,43
GRD01962,STU012,Dance,Elective,43
GRD01963,STU013,Cooking,Elective,42
GRD01964,STU014,Photography,Elective,72
GRD01965,STU015,Debate,Elective,55
GRD01966,STU016,Music,Elective,67
GRD01967,STU017,History,Core,50
GRD01968,STU018,Mathematics,Core,50
GRD01969,STU019,English,Core,86
GRD01970,STU020,Science,Core,52
GRD01971,STU021,Geography,Core,54
GRD01972,STU022,Art,Elective,63
GRD01973,STU023,Drama,Elective,85
GRD01974,STU024,Computer Science,Elective,63
GRD01975,STU025,Robotics,Elective,57
GRD01976,STU026,Physical Education,Elective,50
GRD01977,STU027,Dance,Elective,42
GRD01978,STU028,Cooking,Elective,54
GRD01979,STU029,Photography,Elective,55
GRD01980,STU030,Debate,Elective,68
GRD01981,STU031,Music,Elective,56
GRD01982,STU032,History,Core,98
GRD01983,STU033,Mathematics,Core,41
GRD01984,STU034,English,Core,70
GRD01985,STU035,Science,Core,58
GRD01986,STU036,Geography,Core,98
GRD01987,STU037,Art,Elective,51
GRD01988,STU038,Drama,Elective,98
GRD01989,STU039,Computer Science,Elective,98
GRD01990,STU040,Robotics,Elective,58
GRD01991,STU041,Physical Education,Elective,84
GRD01992,STU042,Dance,Elective,73
GRD01993,STU043,Cooking,Elective,63
GRD01994,STU044,Photography,Elective,76
GRD01995,STU045,Debate,Elective,78
GRD01996,STU046,Music,Elective,87
GRD01997,STU047,History,Core,71
GRD01998,STU048,Mathematics,Core,100
GRD01999,STU049,English,Core,75
GRD02000,STU050,Science,Core,51
GRD02001,STU001,Geography,Core,86
GRD02002,STU002,Art,Elective,89
GRD02003,STU003,Drama,Elective,45
GRD02004,STU004,Computer Science,Elective,89
GRD02005,STU005,Robotics,Elective,44
GRD02006,STU006,Physical Education,Elective,58
GRD02007,STU007,Dance,Elective,43
GRD02008,STU008,Cooking,Elective,41
GRD02009,STU009,Photography,Elective,66
GRD02010,STU010,Debate,Elective,49
GRD02011,STU011,Music,Elective,84
GRD02012,STU012,History,Core,62
GRD02013,STU013,Mathematics,Core,75
GRD02014,STU014,English,Core,65
GRD02015,STU015,Science,Core,73
GRD02016,STU016,Geography,Core,40
GRD02017,STU017,Art,Elective,70
GRD02018,STU018,Drama,Elective,40
GRD02019,STU019,Computer Science,Elective,83
GRD02020,STU020,Robotics,Elective,54
GRD02021,STU021,Physical Education,Elective,75
GRD02022,STU022,Dance,Elective,82
GRD02023,STU023,Cooking,Elective,62
GRD02024,STU024,Photography,Elective,97
GRD02025,STU025,Debate,Elective,87
GRD02026,STU026,Music,Elective,53
GRD02027,STU027,History,Core,54
GRD02028,STU028,Mathematics,Core,41
GRD02029,STU029,English,Core,85
GRD02030,STU030,Science,Core,86
GRD02031,STU031,Geography,Core,91
GRD02032,STU032,Art,Elective,50
GRD02033,STU033,Drama,Elective,80
GRD02034,STU034,Computer Science,Elective,97
GRD02035,STU035,Robotics,Elective,42
GRD02036,STU036,Physical Education,Elective,89
GRD02037,STU037,Dance,Elective,54
GRD02038,STU038,Cooking,Elective,94
GRD02039,STU039,Photography,Elective,70
GRD02040,STU040,Debate,Elective,82
GRD02041,STU041,Music,Elective,48
GRD02042,STU042,History,Core,87
GRD02043,STU043,Mathematics,Core,82
GRD02044,STU044,English,Core,90
GRD02045,STU045,Science,Core,73
GRD02046,STU046,Geography,Core,90
GRD02047,STU047,Art,Elective,45
GRD02048,STU048,Drama,Elective,45
GRD02049,STU049,Computer Science,Elective,42
GRD02050,STU050,Robotics,Elective,90
GRD02051,STU001,Physical Education,Elective,85
GRD02052,STU002,Dance,Elective,97
GRD02053,STU003,Cooking,Elective,97
GRD02054,STU004,Photography,Elective,42
GRD02055,STU005,Debate,Elective,90
GRD02056,STU006,Music,Elective,70
GRD02057,STU007,History,Core,42
GRD02058,STU008,Mathematics,Core,67
GRD02059,STU009,English,Core,69
GRD02060,STU010,Science,Core,98
GRD02061,STU011,Geography,Core,92
GRD02062,STU012,Art,Elective,72
GRD02063,STU013,Drama,Elective,69
GRD02064,STU014,Computer Science,Elective,68
GRD02065,STU015,Robotics,Elective,69
GRD02066,STU016,Physical Education,Elective,63
GRD02067,STU017,Dance,Elective,47
GRD02068,STU018,Cooking,Elective,58
GRD02069,STU019,Photography,Elective,56
GRD02070,STU020,Debate,Elective,87
GRD02071,STU021,Music,Elective,52
GRD02072,STU022,History,Core,76
GRD02073,STU023,Mathematics,Core,61
GRD02074,STU024,English,Core,90
GRD02075,STU025,Science,Core,60
GRD02076,STU026,Geography,Core,86
GRD02077,STU027,Art,Elective,46
GRD02078,STU028,Drama,Elective,90
GRD02079,STU029,Computer Science,Elective,58
GRD02080,STU030,Robotics,Elective,43
GRD02081,STU031,Physical Education,Elective,98
GRD02082,STU032,Dance,Elective,47
GRD02083,STU033,Cooking,Elective,80
GRD02084,STU034,Photography,Elective,71
GRD02085,STU035,Debate,Elective,43
GRD02086,STU036,Music,Elective,40
GRD02087,STU037,History,Core,69
GRD02088,STU038,Mathematics,Core,47
GRD02089,STU039,English,Core,98
GRD02090,STU040,Science,Core,76
GRD02091,STU041,Geography,Core,61
GRD02092,STU042,Art,Elective,98
GRD02093,STU043,Drama,Elective,81
GRD02094,STU044,Computer Science,Elective,96
GRD02095,STU045,Robotics,Elective,92
GRD02096,STU046,Physical Education,Elective,51
GRD02097,STU047,Dance,Elective,67
GRD02098,STU048,Cooking,Elective,87
GRD02099,STU049,Photography,Elective,74
GRD02100,STU050,Debate,Elective,52
GRD02101,STU001,Music,Elective,75
GRD02102,STU002,History,Core,82
GRD02103,STU003,Mathematics,Core,83
GRD02104,STU004,English,Core,87
GRD02105,STU005,Science,Core,60
GRD02106,STU006,Geography,Core,58
GRD02107,STU007,Art,Elective,42
GRD02108,STU008,Drama,Elective,79
GRD02109,STU009,Computer Science,Elective,82
GRD02110,STU010,Robotics,Elective,49
GRD02111,STU011,Physical Education,Elective,87
GRD02112,STU012,Dance,Elective,63
GRD02113,STU013,Cooking,Elective,50
GRD02114,STU014,Photography,Elective,69
GRD02115,STU015,Debate,Elective,90
GRD02116,STU016,Music,Elective,86
GRD02117,STU017,History,Core,70
GRD02118,STU018,Mathematics,Core,83
GRD02119,STU019,English,Core,95
GRD02120,STU020,Science,Core,95
GRD02121,STU021,Geography,Core,58
GRD02122,STU022,Art,Elective,55
GRD02123,STU023,Drama,Elective,74
GRD02124,STU024,Computer Science,Elective,74
GRD02125,STU025,Robotics,Elective,69
GRD02126,STU026,Physical Education,Elective,40
GRD02127,STU027,Dance,Elective,49
GRD02128,STU028,Cooking,Elective,95
GRD02129,STU029,Photography,Elective,89
GRD02130,STU030,Debate,Elective,76
GRD02131,STU031,Music,Elective,67
GRD02132,STU032,History,Core,65
GRD02133,STU033,Mathematics,Core,80
GRD02134,STU034,English,Core,68
GRD02135,STU035,Science,Core,65
GRD02136,STU036,Geography,Core,67
GRD02137,STU037,Art,Elective,45
GRD02138,STU038,Drama,Elective,92
GRD02139,STU039,Computer Science,Elective,80
GRD02140,STU040,Robotics,Elective,44
GRD02141,STU041,Physical Education,Elective,49
GRD02142,STU042,Dance,Elective,49
GRD02143,STU043,Cooking,Elective,59
GRD02144,STU044,Photography,Elective,56
GRD02145,STU045,Debate,Elective,86
GRD02146,STU046,Music,Elective,48
GRD02147,STU047,History,Core,77
GRD02148,STU048,Mathematics,Core,86
GRD02149,STU049,English,Core,85
GRD02150,STU050,Science,Core,91
GRD02151,STU001,Geography,Core,94
GRD02152,STU002,Art,Elective,70
GRD02153,STU003,Drama,Elective,47
GRD02154,STU004,Computer Science,Elective,70
GRD02155,STU005,Robotics,Elective,80
GRD02156,STU006,Physical Education,Elective,47
GRD02157,STU007,Dance,Elective,66
GRD02158,STU008,Cooking,Elective,48
GRD02159,STU009,Photography,Elective,87
GRD02160,STU010,Debate,Elective,46
GRD02161,STU011,Music,Elective,78
GRD02162,STU012,History,Core,93
GRD02163,STU013,Mathematics,Core,69
GRD02164,STU014,English,Core,93
GRD02165,STU015,Science,Core,82
GRD02166,STU016,Geography,Core,91
GRD02167,STU017,Art,Elective,94
GRD02168,STU018,Drama,Elective,64
GRD02169,STU019,Computer Science,Elective,69
GRD02170,STU020,Robotics,Elective,75
GRD02171,STU021,Physical Education,Elective,50
GRD02172,STU022,Dance,Elective,54
GRD02173,STU023,Cooking,Elective,59
GRD02174,STU024,Photography,Elective,98
GRD02175,STU025,Debate,Elective,75
GRD02176,STU026,Music,Elective,40
GRD02177,STU027,History,Core,83
GRD02178,STU028,Mathematics,Core,87
GRD02179,STU029,English,Core,96
GRD02180,STU030,Science,Core,42
GRD02181,STU031,Geography,Core,84
GRD02182,STU032,Art,Elective,55
GRD02183,STU033,Drama,Elective,69
GRD02184,STU034,Computer Science,Elective,67
GRD02185,STU035,Robotics,Elective,62
GRD02186,STU036,Physical Education,Elective,84
GRD02187,STU037,Dance,Elective,70
GRD02188,STU038,Cooking,Elective,100
GRD02189,STU039,Photography,Elective,100
GRD02190,STU040,Debate,Elective,87
GRD02191,STU041,Music,Elective,40
GRD02192,STU042,History,Core,82
GRD02193,STU043,Mathematics,Core,91
GRD02194,STU044,English,Core,40
GRD02195,STU045,Science,Core,75
GRD02196,STU046,Geography,Core,62
GRD02197,STU047,Art,Elective,72
GRD02198,STU048,Drama,Elective,47
GRD02199,STU049,Computer Science,Elective,45
GRD02200,STU050,Robotics,Elective,54
GRD02201,STU001,Physical Education,Elective,46
GRD02202,STU002,Dance,Elective,70
GRD02203,STU003,Cooking,Elective,100
GRD02204,STU004,Photography,Elective,95
GRD02205,STU005,Debate,Elective,40
GRD02206,STU006,Music,Elective,74
GRD02207,STU007,History,Core,97
GRD02208,STU008,Mathematics,Core,59
GRD02209,STU009,English,Core,90
GRD02210,STU010,Science,Core,89
GRD02211,STU011,Geography,Core,61
GRD02212,STU012,Art,Elective,57
GRD02213,STU013,Drama,Elective,48
GRD02214,STU014,Computer Science,Elective,63
GRD02215,STU015,Robotics,Elective,63
GRD02216,STU016,Physical Education,Elective,99
GRD02217,STU017,Dance,Elective,89
GRD02218,STU018,Cooking,Elective,57
GRD02219,STU019,Photography,Elective,89
GRD02220,STU020,Debate,Elective,82
GRD02221,STU021,Music,Elective,44
GRD02222,STU022,History,Core,96
GRD02223,STU023,Mathematics,Core,41
GRD02224,STU024,English,Core,47
GRD02225,STU025,Science,Core,44
GRD02226,STU026,Geography,Core,64
GRD02227,STU027,Art,Elective,64
GRD02228,STU028,Drama,Elective,45
GRD02229,STU029,Computer Science,Elective,70
GRD02230,STU030,Robotics,Elective,73
GRD02231,STU031,Physical Education,Elective,89
GRD02232,STU032,Dance,Elective,61
GRD02233,STU033,Cooking,Elective,72
GRD02234,STU034,Photography,Elective,53
GRD02235,STU035,Debate,Elective,88
GRD02236,STU036,Music,Elective,61
GRD02237,STU037,History,Core,70
GRD02238,STU038,Mathematics,Core,77
GRD02239,STU039,English,Core,89
GRD02240,STU040,Science,Core,56
GRD02241,STU041,Geography,Core,72
GRD02242,STU042,Art,Elective,95
GRD02243,STU043,Drama,Elective,99
GRD02244,STU044,Computer Science,Elective,94
GRD02245,STU045,Robotics,Elective,69
GRD02246,STU046,Physical Education,Elective,86
GRD02247,STU047,Dance,Elective,55
GRD02248,STU048,Cooking,Elective,42
GRD02249,STU049,Photography,Elective,53
GRD02250,STU050,Debate,Elective,75
GRD02251,STU001,Music,Elective,65
GRD02252,STU002,History,Core,90
GRD02253,STU003,Mathematics,Core,87
GRD02254,STU004,English,Core,56
GRD02255,STU005,Science,Core,66
GRD02256,STU006,Geography,Core,98
GRD02257,STU007,Art,Elective,86
GRD02258,STU008,Drama,Elective,93
GRD02259,STU009,Computer Science,Elective,78
GRD02260,STU010,Robotics,Elective,57
GRD02261,STU011,Physical Education,Elective,56
GRD02262,STU012,Dance,Elective,73
GRD02263,STU013,Cooking,Elective,42
GRD02264,STU014,Photography,Elective,97
GRD02265,STU015,Debate,Elective,87
GRD02266,STU016,Music,Elective,53
GRD02267,STU017,History,Core,40
GRD02268,STU018,Mathematics,Core,100
GRD02269,STU019,English,Core,99
GRD02270,STU020,Science,Core,99
GRD02271,STU021,Geography,Core,65
GRD02272,STU022,Art,Elective,63
GRD02273,STU023,Drama,Elective,62
GRD02274,STU024,Computer Science,Elective,69
GRD02275,STU025,Robotics,Elective,65
GRD02276,STU026,Physical Education,Elective,59
GRD02277,STU027,Dance,Elective,76
GRD02278,STU028,Cooking,Elective,77
GRD02279,STU029,Photography,Elective,89
GRD02280,STU030,Debate,Elective,71
GRD02281,STU031,Music,Elective,51
GRD02282,STU032,History,Core,58
GRD02283,STU033,Mathematics,Core,84
GRD02284,STU034,English,Core,54
GRD02285,STU035,Science,Core,64
GRD02286,STU036,Geography,Core,81
GRD02287,STU037,Art,Elective,90
GRD02288,STU038,Drama,Elective,63
GRD02289,STU039,Computer Science,Elective,46
GRD02290,STU040,Robotics,Elective,80
GRD02291,STU041,Physical Education,Elective,82
GRD02292,STU042,Dance,Elective,58
GRD02293,STU043,Cooking,Elective,69
GRD02294,STU044,Photography,Elective,86
GRD02295,STU045,Debate,Elective,88
GRD02296,STU046,Music,Elective,78
GRD02297,STU047,History,Core,65
GRD02298,STU048,Mathematics,Core,69
GRD02299,STU049,English,Core,63
GRD02300,STU050,Science,Core,40
GRD02301,STU001,Geography,Core,74
GRD02302,STU002,Art,Elective,91
GRD02303,STU003,Drama,Elective,95
GRD02304,STU004,Computer Science,Elective,76
GRD02305,STU005,Robotics,Elective,83
GRD02306,STU006,Physical Education,Elective,53
GRD02307,STU007,Dance,Elective,74
GRD02308,STU008,Cooking,Elective,52
GRD02309,STU009,Photography,Elective,48
GRD02310,STU010,Debate,Elective,89
GRD02311,STU011,Music,Elective,55
GRD02312,STU012,History,Core,75
GRD02313,STU013,Mathematics,Core,46
GRD02314,STU014,English,Core,44
GRD02315,STU015,Science,Core,87
GRD02316,STU016,Geography,Core,43
GRD02317,STU017,Art,Elective,53
GRD02318,STU018,Drama,Elective,62
GRD02319,STU019,Computer Science,Elective,91
GRD02320,STU020,Robotics,Elective,61
GRD02321,STU021,Physical Education,Elective,88
GRD02322,STU022,Dance,Elective,57
GRD02323,STU023,Cooking,Elective,41
GRD02324,STU024,Photography,Elective,75
GRD02325,STU025,Debate,Elective,76
GRD02326,STU026,Music,Elective,65
GRD02327,STU027,History,Core,77
GRD02328,STU028,Mathematics,Core,58
GRD02329,STU029,English,Core,89
GRD02330,STU030,Science,Core,56
GRD02331,STU031,Geography,Core,73
GRD02332,STU032,Art,Elective,71
GRD02333,STU033,Drama,Elective,51
GRD02334,STU034,Computer Science,Elective,84
GRD02335,STU035,Robotics,Elective,93
GRD02336,STU036,Physical Education,Elective,43
GRD02337,STU037,Dance,Elective,75
GRD02338,STU038,Cooking,Elective,82
GRD02339,STU039,Photography,Elective,76
GRD02340,STU040,Debate,Elective,100
GRD02341,STU041,Music,Elective,92
GRD02342,STU042,History,Core,52
GRD02343,STU043,Mathematics,Core,96
GRD02344,STU044,English,Core,79
GRD02345,STU045,Science,Core,50
GRD02346,STU046,Geography,Core,98
GRD02347,STU047,Art,Elective,90
GRD02348,STU048,Drama,Elective,94
GRD02349,STU049,Computer Science,Elective,51
GRD02350,STU050,Robotics,Elective,79
GRD02351,STU001,Physical Education,Elective,52
GRD02352,STU002,Dance,Elective,49
GRD02353,STU003,Cooking,Elective,64
GRD02354,STU004,Photography,Elective,86
GRD02355,STU005,Debate,Elective,46
GRD02356,STU006,Music,Elective,60
GRD02357,STU007,History,Core,82
GRD02358,STU008,Mathematics,Core,64
GRD02359,STU009,English,Core,91
GRD02360,STU010,Science,Core,92
GRD02361,STU011,Geography,Core,58
GRD02362,STU012,Art,Elective,45
GRD02363,STU013,Drama,Elective,91
GRD02364,STU014,Computer Science,Elective,50
GRD02365,STU015,Robotics,Elective,60
GRD02366,STU016,Physical Education,Elective,63
GRD02367,STU017,Dance,Elective,70
GRD02368,STU018,Cooking,Elective,77
GRD02369,STU019,Photography,Elective,94
GRD02370,STU020,Debate,Elective,58
GRD02371,STU021,Music,Elective,98
GRD02372,STU022,History,Core,48
GRD02373,STU023,Mathematics,Core,46
GRD02374,STU024,English,Core,89
GRD02375,STU025,Science,Core,49
GRD02376,STU026,Geography,Core,49
GRD02377,STU027,Art,Elective,94
GRD02378,STU028,Drama,Elective,46
GRD02379,STU029,Computer Science,Elective,69
GRD02380,STU030,Robotics,Elective,74
GRD02381,STU031,Physical Education,Elective,74
GRD02382,STU032,Dance,Elective,61
GRD02383,STU033,Cooking,Elective,74
GRD02384,STU034,Photography,Elective,51
GRD02385,STU035,Debate,Elective,71
GRD02386,STU036,Music,Elective,40
GRD02387,STU037,History,Core,49
GRD02388,STU038,Mathematics,Core,51
GRD02389,STU039,English,Core,66
GRD02390,STU040,Science,Core,46
GRD02391,STU041,Geography,Core,71
GRD02392,STU042,Art,Elective,47
GRD02393,STU043,Drama,Elective,82
GRD02394,STU044,Computer Science,Elective,53
GRD02395,STU045,Robotics,Elective,86
GRD02396,STU046,Physical Education,Elective,98
GRD02397,STU047,Dance,Elective,56
GRD02398,STU048,Cooking,Elective,87
GRD02399,STU049,Photography,Elective,55
GRD02400,STU050,Debate,Elective,43
GRD02401,STU001,Music,Elective,64
GRD02402,STU002,History,Core,51
GRD02403,STU003,Mathematics,Core,92
GRD02404,STU004,English,Core,94
GRD02405,STU005,Science,Core,41
GRD02406,STU006,Geography,Core,96
GRD02407,STU007,Art,Elective,80
GRD02408,STU008,Drama,Elective,62
GRD02409,STU009,Computer Science,Elective,62
GRD02410,STU010,Robotics,Elective,45
GRD02411,STU011,Physical Education,Elective,61
GRD02412,STU012,Dance,Elective,80
GRD02413,STU013,Cooking,Elective,52
GRD02414,STU014,Photography,Elective,81
GRD02415,STU015,Debate,Elective,74
GRD02416,STU016,Music,Elective,65
GRD02417,STU017,History,Core,56
GRD02418,STU018,Mathematics,Core,83
GRD02419,STU019,English,Core,50
GRD02420,STU020,Science,Core,85
GRD02421,STU021,Geography,Core,60
GRD02422,STU022,Art,Elective,47
GRD02423,STU023,Drama,Elective,91
GRD02424,STU024,Computer Science,Elective,84
GRD02425,STU025,Robotics,Elective,68
GRD02426,STU026,Physical Education,Elective,41
GRD02427,STU027,Dance,Elective,92
GRD02428,STU028,Cooking,Elective,86
GRD02429,STU029,Photography,Elective,63
GRD02430,STU030,Debate,Elective,100
GRD02431,STU031,Music,Elective,89
GRD02432,STU032,History,Core,71
GRD02433,STU033,Mathematics,Core,86
GRD02434,STU034,English,Core,78
GRD02435,STU035,Science,Core,43
GRD02436,STU036,Geography,Core,89
GRD02437,STU037,Art,Elective,47
GRD02438,STU038,Drama,Elective,66
GRD02439,STU039,Computer Science,Elective,69
GRD02440,STU040,Robotics,Elective,58
GRD02441,STU041,Physical Education,Elective,98
GRD02442,STU042,Dance,Elective,59
GRD02443,STU043,Cooking,Elective,72
GRD02444,STU044,Photography,Elective,96
GRD02445,STU045,Debate,Elective,84
GRD02446,STU046,Music,Elective,75
GRD02447,STU047,History,Core,93
GRD02448,STU048,Mathematics,Core,93
GRD02449,STU049,English,Core,43
GRD02450,STU050,Science,Core,60
GRD02451,STU001,Geography,Core,49
GRD02452,STU002,Art,Elective,91
GRD02453,STU003,Drama,Elective,100
GRD02454,STU004,Computer Science,Elective,81
GRD02455,STU005,Robotics,Elective,67
GRD02456,STU006,Physical Education,Elective,73
GRD02457,STU007,Dance,Elective,63
GRD02458,STU008,Cooking,Elective,88
GRD02459,STU009,Photography,Elective,68
GRD02460,STU010,Debate,Elective,64
GRD02461,STU011,Music,Elective,99
GRD02462,STU012,History,Core,46
GRD02463,STU013,Mathematics,Core,83
GRD02464,STU014,English,Core,68
GRD02465,STU015,Science,Core,54
GRD02466,STU016,Geography,Core,91
GRD02467,STU017,Art,Elective,62
GRD02468,STU018,Drama,Elective,65
GRD02469,STU019,Computer Science,Elective,81
GRD02470,STU020,Robotics,Elective,89
GRD02471,STU021,Physical Education,Elective,79
GRD02472,STU022,Dance,Elective,58
GRD02473,STU023,Cooking,Elective,53
GRD02474,STU024,Photography,Elective,45
GRD02475,STU025,Debate,Elective,67
GRD02476,STU026,Music,Elective,96
GRD02477,STU027,History,Core,68
GRD02478,STU028,Mathematics,Core,97
GRD02479,STU029,English,Core,61
GRD02480,STU030,Science,Core,83
GRD02481,STU031,Geography,Core,88
GRD02482,STU032,Art,Elective,77
GRD02483,STU033,Drama,Elective,94
GRD02484,STU034,Computer Science,Elective,67
GRD02485,STU035,Robotics,Elective,57
GRD02486,STU036,Physical Education,Elective,95
GRD02487,STU037,Dance,Elective,91
GRD02488,STU038,Cooking,Elective,80
GRD02489,STU039,Photography,Elective,68
GRD02490,STU040,Debate,Elective,51
GRD02491,STU041,Music,Elective,86
GRD02492,STU042,History,Core,89
GRD02493,STU043,Mathematics,Core,75
GRD02494,STU044,English,Core,44
GRD02495,STU045,Science,Core,71
GRD02496,STU046,Geography,Core,58
GRD02497,STU047,Art,Elective,74
GRD02498,STU048,Drama,Elective,81
GRD02499,STU049,Computer Science,Elective,48
GRD02500,STU050,Robotics,Elective,47
GRD02501,STU001,Physical Education,Elective,50
GRD02502,STU002,Dance,Elective,98
GRD02503,STU003,Cooking,Elective,62
GRD02504,STU004,Photography,Elective,91
GRD02505,STU005,Debate,Elective,53
GRD02506,STU006,Music,Elective,86
GRD02507,STU007,History,Core,43
GRD02508,STU008,Mathematics,Core,40
GRD02509,STU009,English,Core,49
GRD02510,STU010,Science,Core,92
GRD02511,STU011,Geography,Core,55
GRD02512,STU012,Art,Elective,82
GRD02513,STU013,Drama,Elective,69
GRD02514,STU014,Computer Science,Elective,47
GRD02515,STU015,Robotics,Elective,99
GRD02516,STU016,Physical Education,Elective,75
